#        q          3S1-3S1 init.     3S1-3D1 init.     3D1-3D1 init.      3S1-3S1 SRG       3S1-3D1 SRG       3D1-3D1 SRG    

     1.788694          8.850326          0.000000         91.149674         93.586104          6.302811          0.111084     
     1.819538          7.036051          0.000000         92.963949         95.915194          4.041396          0.043410     
     1.848172          5.547551          0.000000         94.452449         97.889647          2.099096          0.011257     
     1.874520          4.344140          0.000000         95.655860         99.531506          0.467740          0.000754     
     1.898510          3.385435          0.000000         96.614565         99.136294          0.861296          0.002410     
     1.920078          2.633087          0.000000         97.366913         98.099408          1.890744          0.009848     
     1.939166          2.051960          0.000000         97.948040         97.300064          2.680685          0.019251     
     1.955722          1.610849          0.000000         98.389151         96.689867          3.281549          0.028585     
     1.969702          1.282870          0.000000         98.717130         96.230851          3.732305          0.036844     
     1.981067          1.045596          0.000000         98.954404         95.893820          4.062590          0.043589     
     1.989788          0.881061          0.000000         99.118939         95.656924          4.294396          0.048679     
     1.995841          0.775675          0.000000         99.224325         95.504544          4.443351          0.052106     
     1.999210          0.720097          0.000000         99.279903         95.426435          4.519658          0.053907     
     2.003160          0.657749          0.000000         99.342251         95.311354          4.632011          0.056635     
     2.016638          0.467356          0.000000         99.532644         94.974598          4.960393          0.065009     
     2.040848          0.209885          0.000000         99.790115         94.486848          5.434927          0.078225     
     2.075731          0.019884          0.000000         99.980116         93.977517          5.928960          0.093523     
     2.121193          0.066500          0.000000         99.933500         93.582886          6.310374          0.106740     
     2.177111          0.526097          0.000000         99.473903         93.410635          6.475715          0.113651     
     2.243335          1.550633          0.000000         98.449367         93.513978          6.374208          0.111814     
     2.319686          3.238754          0.000000         96.761246         93.883022          6.015346          0.101632     
     2.405959          5.617715          0.000000         94.382285         94.455307          5.458806          0.085887     
     2.501920          8.641490          0.000000         91.358510         95.140421          4.791361          0.068219     
     2.607312         12.204690          0.000000         87.795310         95.848265          4.100105          0.051630     
     2.721850         16.166437          0.000000         83.833563         96.510372          3.451850          0.037777     
     2.845225         20.376039          0.000000         79.623961         97.088320          2.884606          0.027073     
     2.977105         24.693794          0.000000         75.306206         97.569950          2.410858          0.019192     
     3.117134         29.003773          0.000000         70.996227         97.959415          2.027034          0.013551     
     3.264935         33.218763          0.000000         66.781237         98.267797          1.722619          0.009585     
     3.420109         37.279446          0.000000         62.720554         98.507414          1.485745          0.006841     
     3.582238         41.150309          0.000000         58.849691         98.689415          1.305599          0.004986     
     3.750884         44.814362          0.000000         55.185638         98.823142          1.173081          0.003777     
     3.925594         48.267998          0.000000         51.732002         98.916196          1.080764          0.003039     
     4.105897         51.516675          0.000000         48.483325         98.974696          1.022657          0.002647     
     4.291305         54.571672          0.000000         45.428328         99.003567          0.993925          0.002508     
     4.481320         57.447879          0.000000         42.552121         99.006771          0.990676          0.002553     
     4.675429         60.162507          0.000000         39.837493         98.987481          1.009788          0.002732     
     4.873108         62.734558          0.000000         37.265442         98.948157          1.048832          0.003011     
     5.073826         65.184954          0.000000         34.815046         98.890569          1.106061          0.003370     
     5.277040         67.537268          0.000000         32.462732         98.815724          1.180471          0.003805     
     5.482203         69.819161          0.000000         30.180839         98.723724          1.271946          0.004330     
     5.688763         72.064806          0.000000         27.935194         98.613509          1.381508          0.004983     
     5.896161         74.318939          0.000000         25.681061         98.482428          1.511725          0.005846     
     6.103839         76.643805          0.000000         23.356195         98.325527          1.667402          0.007071     
     6.311237         79.131754          0.000000         20.868246         98.134324          1.856721          0.008955     
     6.517797         81.929250          0.000000         18.070750         97.894698          2.093175          0.012127     
     6.722960         85.283985          0.000000         14.716015         97.583652          2.398271          0.018077     
     6.926174         89.628488          0.000000         10.371512         97.168231          2.800756          0.031013     
     7.126892         95.546302          0.000000          4.453698         96.651919          3.281621          0.066460     
     7.324571         99.572614          0.000000          0.427386         96.883960          2.902375          0.213665     
     7.518680         25.668401          0.000000         74.331599         87.984667         11.243447          0.771886     
     7.708695         19.287628          0.000000         80.712372         90.462671          9.266259          0.271070     
     7.894103         44.953805          0.000000         55.046195         95.407533          4.494177          0.098290     
     8.074406         56.253765          0.000000         43.746235         97.342535          2.605779          0.051686     
     8.249116         62.336886          0.000000         37.663114         98.310531          1.656180          0.033289     
     8.417762         66.174691          0.000000         33.825309         98.884440          1.091391          0.024169     
     8.579891         68.860550          0.000000         31.139450         99.263621          0.717420          0.018959     
     8.735065         70.876945          0.000000         29.123055         99.533111          0.451204          0.015686     
     8.882866         72.467250          0.000000         27.532750         99.734779          0.251733          0.013487     
     9.022895         73.766776          0.000000         26.233224         99.891493          0.096570          0.011937     
     9.154775         74.856338          0.000000         25.143662         99.961668          0.027534          0.010798     
     9.278150         75.786772          0.000000         24.213228         99.861473          0.128600          0.009927     
     9.392688         76.591205          0.000000         23.408795         99.778631          0.212107          0.009262     
     9.498080         77.291682          0.000000         22.708318         99.709399          0.281855          0.008746     
     9.594041         77.903023          0.000000         22.096977         99.651202          0.340458          0.008341     
     9.680314         78.435210          0.000000         21.564790         99.602228          0.389751          0.008021     
     9.756665         78.894919          0.000000         21.105081         99.561185          0.431046          0.007769     
     9.822889         79.286551          0.000000         20.713449         99.527137          0.465294          0.007570     
     9.878807         79.612932          0.000000         20.387068         99.499400          0.493185          0.007415     
     9.924269         79.875811          0.000000         20.124189         99.477478          0.515225          0.007297     
     9.959152         80.076220          0.000000         19.923780         99.461017          0.531772          0.007211     
     9.983362         80.214726          0.000000         19.785274         99.449759          0.543087          0.007153     
     9.996840         80.291644          0.000000         19.708356         99.443554          0.549324          0.007122     
