#        q          3S1-3S1 init.     3S1-3D1 init.     3D1-3D1 init.      3S1-3S1 SRG       3S1-3D1 SRG       3D1-3D1 SRG    

     2.971601         14.907527          0.000000         85.092473         93.760241          6.080792          0.158966     
     2.984682         15.283383          0.000000         84.716617         93.822589          6.020057          0.157354     
     2.993761         15.545860          0.000000         84.454140         93.865347          5.978392          0.156261     
     2.998815         15.692563          0.000000         84.307437         93.888983          5.955356          0.155661     
     3.004739         15.865038          0.000000         84.134962         93.916415          5.928616          0.154970     
     3.024957         16.458016          0.000000         83.541984         94.008904          5.838428          0.152669     
     3.061273         17.540549          0.000000         82.459451         94.170506          5.680735          0.148759     
     3.113597         19.141863          0.000000         80.858137         94.393964          5.462451          0.143586     
     3.181789         21.309973          0.000000         78.690027         94.671144          5.191318          0.137539     
     3.265666         24.122433          0.000000         75.877567         94.995370          4.873677          0.130953     
     3.365002         27.706179          0.000000         72.293821         95.363954          4.512024          0.124022     
     3.479529         32.272142          0.000000         67.727858         95.780847          4.102438          0.116715     
     3.608938         38.172703          0.000000         61.827297         96.259626          3.631692          0.108682     
     3.752880         45.989254          0.000000         54.010746         96.826837          3.074067          0.099095     
     3.910968         56.623040          0.000000         43.376960         97.522786          2.390854          0.086360     
     4.082775         71.128713          0.000000         28.871287         98.379799          1.552450          0.067751     
     4.267838         88.869590          0.000000         11.130410         99.283074          0.676501          0.040424     
     4.465657         99.999605          0.000000          0.000395         99.517088          0.471863          0.011049     
     4.675701         82.724186          0.000000         17.275814         98.015983          1.973905          0.010112     
     4.897402         45.683962          0.000000         54.316038         95.987922          3.970806          0.041272     
     5.130163         19.519728          0.000000         80.480272         94.963919          4.967212          0.068869     
     5.373356          7.227550          0.000000         92.772450         94.707198          5.209954          0.082848     
     5.626327          2.204415          0.000000         97.795585         94.791143          5.121654          0.087203     
     5.888392          0.394971          0.000000         99.605029         95.026092          4.888551          0.085357     
     6.158845          0.000111          0.000000         99.999889         95.351007          4.570128          0.078865     
     6.436958          0.268796          0.000000         99.731204         95.761311          4.170558          0.068131     
     6.721980          0.919893          0.000000         99.080107         96.288673          3.658481          0.052845     
     7.013143          1.954084          0.000000         98.045916         97.016722          2.950914          0.032364     
     7.309662          3.832302          0.000000         96.167698         98.164197          1.826832          0.008970     
     7.610739         10.011455          0.000000         89.988545         99.607783          0.334932          0.057285     
     7.915560         79.650207          0.000000         20.349793         69.428916         27.704034          2.867049     
     8.223305          0.098846          0.000000         99.901154         90.328338          9.257599          0.414063     
     8.533144          0.488070          0.000000         99.511930         93.966147          5.849022          0.184831     
     8.844241          1.311648          0.000000         98.688352         95.662232          4.236586          0.101182     
     9.155759          2.070216          0.000000         97.929784         96.971390          2.978261          0.050350     
     9.466856          2.778935          0.000000         97.221065         98.304168          1.681180          0.014651     
     9.776695          3.432253          0.000000         96.567747         99.991719          0.007367          0.000914     
    10.084440          3.900846          0.000000         96.099154         97.148667          2.766888          0.084445     
    10.389261          3.125648          0.000000         96.874352         87.573058         10.849851          1.577092     
    10.690338         14.113910          0.000000         85.886090         77.056864         19.204691          3.738445     
    10.986857         10.497628          0.000000         89.502372         92.896366          6.625515          0.478119     
    11.278020         11.364851          0.000000         88.635149         96.396418          3.455920          0.147662     
    11.563042         12.902528          0.000000         87.097472         98.315750          1.644122          0.040129     
    11.841155         14.832351          0.000000         85.167649         99.709944          0.287999          0.002056     
    12.111608         17.074606          0.000000         82.925394         99.169258          0.818389          0.012353     
    12.373673         19.530296          0.000000         80.469704         98.214776          1.702584          0.082640     
    12.626644         21.942634          0.000000         78.057366         97.381927          2.355580          0.262494     
    12.869837         23.532816          0.000000         76.467184         96.556353          2.722049          0.721598     
    13.102598         21.355517          0.000000         78.644483         94.808804          2.873269          2.317927     
    13.324299          1.274778          0.000000         98.725222         71.690801         10.836740         17.472459     
    13.534343         94.281507          0.000000          5.718493         71.796689         20.366222          7.837089     
    13.732162         81.546357          0.000000         18.453643         90.440545          8.782000          0.777454     
    13.917225         83.151835          0.000000         16.848165         94.486747          5.406308          0.106946     
    14.089032         87.943183          0.000000         12.056817         97.226780          2.733206          0.040014     
    14.247120         93.057164          0.000000          6.942836         99.810452          0.068312          0.121236     
    14.391062         97.172684          0.000000          2.827316         96.850132          2.910078          0.239790     
    14.520471         99.544082          0.000000          0.455918         94.121878          5.520208          0.357914     
    14.634998         99.894630          0.000000          0.105370         91.767847          7.773449          0.458703     
    14.734334         98.404697          0.000000          1.595303         89.865139          9.598536          0.536325     
    14.818211         95.611184          0.000000          4.388816         88.419024         10.989709          0.591267     
    14.886403         92.222825          0.000000          7.777175         87.382720         11.989996          0.627284     
    14.938727         88.935166          0.000000         11.064834         86.685741         12.665112          0.649146     
    14.975043         86.310590          0.000000         13.689410         86.254281         13.084068          0.661651     
    14.995261         84.732032          0.000000         15.267968         85.923764         13.392126          0.684110     
