#        q              total             1 term        \delta U term    \delta U^2 term  

     2.721850        2.191673e-03      7.117456e-14     -1.100338e-09      2.191674e-03   
     2.845225        1.695824e-03      1.214642e-14      6.174309e-09      1.695818e-03   
     2.977105        1.276030e-03      1.969267e-15      1.358844e-09      1.276028e-03   
     3.117134        9.302952e-04      3.558400e-17      5.014853e-11      9.302951e-04   
     3.264935        6.542885e-04      1.665623e-19     -1.907467e-11      6.542886e-04   
     3.420109        4.416452e-04      2.005592e-20     -1.995446e-12      4.416452e-04   
     3.582238        2.844106e-04      4.856453e-23      3.996470e-14      2.844106e-04   
     3.750884        1.736202e-04      1.026813e-24      6.127716e-15      1.736202e-04   
     3.925594        9.995905e-05      4.074722e-27     -2.524459e-16      9.995905e-05   
     4.105897        5.441799e-05      1.465245e-29      5.224517e-18      5.441799e-05   
     4.291305        2.885579e-05      1.149733e-32      1.149563e-18      2.885579e-05   
     4.481320        1.640288e-05      4.098896e-32     -2.605909e-19      1.640288e-05   
     4.675429        1.167208e-05      9.965144e-33      4.314266e-19      1.167208e-05   
     4.873108        1.077848e-05      2.472608e-33      2.041412e-20      1.077848e-05   
     5.073826        1.120014e-05      6.570361e-33     -3.825324e-19      1.120014e-05   
     5.277040        1.153099e-05      1.656645e-33     -2.528405e-19      1.153099e-05   
     5.482203        1.118404e-05      7.063859e-36     -1.775648e-20      1.118404e-05   
     5.688763        1.009778e-05      1.140704e-32     -6.453162e-19      1.009778e-05   
     5.896161        8.485306e-06      7.062661e-33      7.794345e-20      8.485306e-06   
     6.103839        6.648076e-06      1.185059e-32     -5.613676e-19      6.648076e-06   
     6.311237        4.858953e-06      1.818966e-32     -5.884587e-19      4.858953e-06   
     6.517797        3.306182e-06      1.450830e-32     -3.877766e-19      3.306182e-06   
     6.722960        2.082274e-06      7.274640e-33     -7.505906e-20      2.082274e-06   
     6.926174        1.199871e-06      8.177588e-34     -5.416395e-21      1.199871e-06   
     7.126892        6.188562e-07      8.976865e-33      1.476088e-19      6.188562e-07   
     7.324571        2.735789e-07      5.595825e-33      5.872431e-20      2.735789e-07   
     7.518680        9.400413e-08      1.316683e-33     -9.519637e-21      9.400413e-08   
     7.708695        1.882616e-08      2.445832e-33     -5.911207e-21      1.882616e-08   
     7.894103        1.297093e-09      1.926788e-33     -3.161098e-21      1.297093e-09   
     8.074406        9.831928e-09      7.779044e-34      4.190585e-21      9.831928e-09   
     8.249116        2.565798e-08      1.252037e-33     -3.484060e-21      2.565798e-08   
     8.417762        3.935595e-08      9.058328e-33     -3.719693e-20      3.935595e-08   
     8.579891        4.749011e-08      2.070484e-33      1.919629e-20      4.749011e-08   
     8.735065        4.992087e-08      8.220322e-33     -3.766141e-20      4.992087e-08   
     8.882866        4.795675e-08      8.354001e-34      7.400633e-21      4.795675e-08   
     9.022895        4.325288e-08      1.825272e-33      5.441523e-21      4.325288e-08   
     9.154775        3.726227e-08      1.140432e-33     -4.387848e-21      3.726227e-08   
     9.278150        3.103970e-08      2.540079e-33     -1.740883e-20      3.103970e-08   
     9.392688        2.523833e-08      1.688590e-33     -1.097264e-20      2.523833e-08   
     9.498080        2.018955e-08      9.905663e-32      8.547493e-20      2.018955e-08   
     9.594041        1.600261e-08      2.070856e-28      3.195431e-18      1.600261e-08   
     9.680314        1.265272e-08      1.452846e-25      7.504162e-17      1.265272e-08   
     9.756665        1.004685e-08      4.260700e-23      1.138583e-15      1.004685e-08   
     9.822889        8.067397e-09      5.344603e-21      1.134575e-14      8.067385e-09   
     9.878807        6.597843e-09      2.088169e-19      6.350758e-14      6.597779e-09   
     9.924269        5.536061e-09      2.721130e-18      2.082773e-13      5.535852e-09   
     9.959152        4.799735e-09      1.929797e-17      5.149031e-13      4.799220e-09   
     9.983362        4.327496e-09      1.511780e-16      1.377232e-12      4.326119e-09   
     9.996840        4.078042e-09      5.161727e-15      8.051417e-12      4.069986e-09   
