AV18+UX
4He Total momentum distributions for all r     28 May 2022

    pair NNS momentum distribution calculated for
     101 q values from 0.001 to 10.000 fm-1 and
      26 Q values from 0.001 to  5.000 fm-1
    for pairs   1 to   6
    using  64 gauss points in r out to 16.00 fm
    using  32 gauss points in R out to  8.00 fm
    with Euler angle sampling
    integrated over all q.Q
    with partitions r <=  2.50 fm & r >  2.50

    total of     100000 samples in blocks of    100000

QQ(J) =  .001
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  512.06
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  104.39
 
  Q(I)      RHOQNP        DRHOQNP        RHOQPP       DRHOQPP
 4.8      .0019324  1.727E-4   3.5805E-4  4.5706E-5
 4.9      .0016443  1.5471E-4  3.0896E-4  4.105E-5
 5        .0013558  1.3894E-4  2.5764E-4  3.6863E-5
 5.1      .0010793  1.285E-4   2.0584E-4  3.4167E-5
 5.2     9.2847E-4  1.1698E-4  1.8029E-4  3.1568E-5
 5.3     8.49E-4    1.1508E-4  1.6907E-4  3.0649E-5
 5.4     6.2784E-4  1.0463E-4  1.277E-4   2.9461E-5
 5.5     3.956E-4   1.1552E-4  8.2312E-5  2.9497E-5
 5.6     4.6787E-4  1.1916E-4  9.4085E-5  3.3538E-5
 5.7     5.6939E-4  1.2711E-4  1.1333E-4  3.0967E-5
 5.8     2.9442E-4  1.6994E-4  6.5828E-5  4.5237E-5
 5.9     4.8661E-5  1.5782E-4  2.3023E-5  3.8728E-5
 6       1.7231E-4  2.286E-4   4.8661E-5  6.2044E-5
 
QQ(J) =  2.6
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .50794
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .18417
 
  Q(I)    RHOQNP    DRHOQNP     RHOQPP    DRHOQPP
 *****  *********  *********  *********  *********
  .001  8.806       .9045     1.3473      .28541
  .1    8.7022      .86632    1.3754      .27395
  .2    8.4339      .77529    1.464       .2455
  .3    8.0936      .66316    1.6154      .20953
  .4    7.7368      .55209    1.8121      .1737
  .5    7.3799      .45041    2.0272      .14105
  .6    7.1344      .36247    2.2539      .11307
  .7    7.0754      .28764    2.4778      .089725
  .8    7.0352      .22781    2.6452      .071295
  .9    6.909       .18069    2.7224      .057148
 1      6.7366      .14635    2.7105      .047078
 1.1    6.4335      .12423    2.5949      .040416
 1.2    5.8992      .10848    2.3638      .035395
 1.3    5.1681      .093258   2.0432      .030284
 1.4    4.321       .076037   1.6765      .02449
 1.5    3.4334      .058996   1.3047      .018813
 1.6    2.6013      .044037    .96655     .013895
 1.7    1.9016      .032546    .68801     .010116
 1.8    1.3522      .024235    .47439     .0074154
 1.9     .94033     .018449    .31853     .0055987
 2       .64146     .014428    .20914     .0043643
 2.1     .43063     .011568    .13496     .0034878
 2.2     .2889      .009354    .086594    .0028093
 2.3     .19516     .0076262   .055736    .0022685
 2.4     .13281     .0061687   .036183    .0018156
 2.5     .092851    .0049805   .024134    .0014483
 2.6     .066837    .0040203   .016689    .0011554
 2.7     .049151    .0032487   .011926   9.2433E-4
 2.8     .037863    .0026371   .008965   7.4487E-4
 2.9     .030952    .0021452   .0071549  6.0572E-4
 3       .026233    .0017625   .0059268  5.0029E-4
 3.1     .022677    .0014663   .005017   4.1923E-4
 3.2     .019859    .0012333   .0043184  3.5471E-4
 3.3     .017422    .0010489   .0037334  3.02E-4
 3.4     .015212   9.0176E-4   .003213   2.5843E-4
 3.5     .013206   7.804E-4    .0027504  2.2223E-4
 3.6     .011404   6.7916E-4   .0023418  1.9166E-4
 3.7     .0097856  5.939E-4    .00198    1.6553E-4
 3.8     .0083256  5.1989E-4   .0016627  1.4294E-4
 3.9     .0070413  4.5446E-4   .0013916  1.2352E-4
 4       .0059437  3.9686E-4   .0011642  1.0695E-4
 4.1     .0050125  3.4664E-4  9.7529E-4  9.2926E-5
 4.2     .0042256  3.0335E-4  8.1974E-4  8.0998E-5
 4.3     .0035593  2.6647E-4  6.9025E-4  7.0873E-5
 4.4     .0030013  2.3537E-4  5.8209E-4  6.2309E-5
 4.5     .0025328  2.0879E-4  4.9215E-4  5.4996E-5
 4.6     .0021148  1.8543E-4  4.1299E-4  4.875E-5
 4.7     .0017477  1.6556E-4  3.4248E-4  4.3474E-5
 4.8     .0014647  1.482E-4   2.8808E-4  3.8924E-5
 4.9     .0012328  1.3365E-4  2.4481E-4  3.5251E-5
 5      9.8971E-4  1.2008E-4  1.9724E-4  3.1701E-5
 5.1    8.0157E-4  1.1243E-4  1.5859E-4  2.9762E-5
 5.2    7.4159E-4  1.0531E-4  1.4835E-4  2.773E-5
 5.3    6.211E-4   9.7566E-5  1.2835E-4  2.6206E-5
 5.4    3.3514E-4  1.1255E-4  7.514E-5   2.9259E-5
 5.5    2.5045E-4  9.1009E-5  5.9561E-5  2.3736E-5
 5.6    4.2643E-4  1.5272E-4  8.9113E-5  3.8852E-5
 5.7    3.3776E-4  9.42E-5    6.6094E-5  2.5336E-5
 5.8    1.4185E-4  2.1576E-4  3.2064E-5  5.2965E-5
 5.9    2.7986E-4  1.5251E-4  6.9506E-5  4.1556E-5
 6      1.2122E-4  2.4982E-4  4.3598E-5  6.35E-5
 
QQ(J) =  2.8
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .40021
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .14368
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001   4.3363      .63337      .61147     .20129
  .1     4.3104      .60844      .63505     .19371
  .2     4.2365      .54692      .70314     .1743
  .3     4.1416      .47044      .8126      .14969
  .4     4.0872      .39302      .96123     .12462
  .5     4.1008      .32326     1.136       .10191
  .6     4.1582      .26161     1.3171      .082193
  .7     4.2755      .20998     1.4935      .06573
  .8     4.4266      .16608     1.6474      .051986
  .9     4.5172      .13025     1.7515      .040974
 1       4.5388      .10339     1.7983      .032932
 1.1     4.4967      .083993    1.7873      .027335
 1.2     4.3222      .072664    1.706       .023916
 1.3     3.9766      .064454    1.5512      .021189
 1.4     3.4944      .05633     1.3408      .018355
 1.5     2.9277      .046336    1.101       .01493
 1.6     2.333       .035849     .85851     .011409
 1.7     1.7792      .026658     .63883     .0083544
 1.8     1.3096      .019493     .4573      .0060128
 1.9      .9349      .014353     .31676     .0043767
 2        .65149     .010934     .21353     .0033206
 2.1      .44506     .0087055    .14083     .0026478
 2.2      .29977     .0071865    .091438    .002188
 2.3      .20165     .0060053    .059056    .0018243
 2.4      .13598     .0050167    .038205    .0015105
 2.5      .092386    .0041438    .024952    .0012339
 2.6      .064313    .0034024    .016716   9.9957E-4
 2.7      .046164    .0027832    .011606   8.0619E-4
 2.8      .034323    .0022661    .0083945  6.4832E-4
 2.9      .026661    .0018445    .0063631  5.2181E-4
 3        .021604    .0015096    .0050416  4.2442E-4
 3.1      .018069    .0012477    .00413    3.5082E-4
 3.2      .015405    .0010419    .0034563  2.941E-4
 3.3      .013287   8.797E-4     .0029341  2.4874E-4
 3.4      .011528   7.518E-4     .002513   2.1249E-4
 3.5      .010001   6.5073E-4    .0021561  1.837E-4
 3.6      .00864    5.6955E-4    .0018431  1.6025E-4
 3.7      .0074152  5.0183E-4    .0015658  1.4022E-4
 3.8      .0063229  4.4287E-4    .0013212  1.2258E-4
 3.9      .0053688  3.9003E-4    .0011095  1.0705E-4
 4        .0045433  3.4246E-4   9.305E-4   9.3372E-5
 4.1      .0038314  3.0016E-4   7.8045E-4  8.1429E-5
 4.2      .0032211  2.6327E-4   6.5406E-4  7.1042E-5
 4.3      .0026992  2.3171E-4   5.4814E-4  6.2109E-5
 4.4      .0022576  2.049E-4    4.6034E-4  5.4546E-5
 4.5      .0018912  1.8173E-4   3.8723E-4  4.8101E-5
 4.6      .0015875  1.6186E-4   3.2585E-4  4.2684E-5
 4.7      .0013284  1.4461E-4   2.7367E-4  3.8075E-5
 4.8      .0010975  1.2967E-4   2.2674E-4  3.4196E-5
 4.9     8.8941E-4  1.1695E-4   1.8398E-4  3.0939E-5
 5       7.2566E-4  1.0551E-4   1.5113E-4  2.8015E-5
 5.1     6.1285E-4  9.7611E-5   1.2886E-4  2.6032E-5
 5.2     4.9757E-4  8.8202E-5   1.0545E-4  2.3629E-5
 5.3     3.6199E-4  8.7937E-5   7.8459E-5  2.3508E-5
 5.4     2.9354E-4  7.623E-5    6.43E-5    2.0535E-5
 5.5     2.8369E-4  9.3326E-5   6.0074E-5  2.4523E-5
 5.6     1.8995E-4  7.12E-5     4.1301E-5  1.9333E-5
 5.7     1.0027E-4  1.1727E-4   2.6641E-5  2.9884E-5
 5.8     1.964E-4   8.044E-5    4.82E-5    2.2468E-5
 5.9     2.0667E-4  1.4817E-4   5.2832E-5  3.7652E-5
 6      -6.0847E-5  1.1619E-4  -2.107E-6   3.2489E-5
 
QQ(J) =  3
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .3123
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .11119
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001   2.3484      .44285      .32749     .14153
  .1     2.332       .42688      .34279     .13652
  .2     2.3058      .38659      .38865     .12361
  .3     2.2918      .33526      .46158     .10688
  .4     2.3043      .28273      .55681     .0897
  .5     2.3695      .23409      .67007     .073861
  .6     2.471       .19094      .78996     .059972
  .7     2.5838      .15371      .90496     .048115
  .8     2.7188      .12217     1.0107      .038161
  .9     2.8538      .096155    1.0981      .030025
 1       2.9512      .07504     1.1565      .023603
 1.1     3.0077      .059209    1.1831      .018949
 1.2     3.0029      .048371    1.1734      .015822
 1.3     2.8954      .042353    1.1184      .01401
 1.4     2.6726      .038485    1.0172      .01265
 1.5     2.3558      .034034     .88041     .011049
 1.6     1.9778      .028274     .72401     .0090304
 1.7     1.5817      .022154     .56606     .0069473
 1.8     1.2103      .016637     .42265     .0051133
 1.9      .89088     .012256     .30322     .0036907
 2        .63704     .0090846    .21073     .0026941
 2.1      .44572     .0070637    .14279     .0020831
 2.2      .30416     .0057078    .094434    .0016999
 2.3      .20478     .0048312    .061505    .0014476
 2.4      .13826     .0040965    .03998     .0012306
 2.5      .093078    .0034322    .025963    .0010295
 2.6      .063252    .0028668    .017029   8.4983E-4
 2.7      .04446     .0023587    .011542   6.9108E-4
 2.8      .032025    .0019383    .0080744  5.606E-4
 2.9      .023496    .0015836    .0057996  4.5213E-4
 3        .017977    .0013021    .0043502  3.6691E-4
 3.1      .014375    .0010786    .0034079  3.0097E-4
 3.2      .011819   9.0004E-4    .0027434  2.5004E-4
 3.3      .0099727  7.5682E-4    .0022701  2.1017E-4
 3.4      .0085702  6.4279E-4    .0019241  1.7861E-4
 3.5      .0074096  5.5336E-4    .0016461  1.5414E-4
 3.6      .0063968  4.8296E-4    .0014089  1.3471E-4
 3.7      .0054961  4.2545E-4    .0012026  1.1855E-4
 3.8      .0047049  3.7579E-4    .001021   1.0446E-4
 3.9      .0040072  3.3167E-4   8.6107E-4  9.1875E-5
 4        .0033923  2.922E-4    7.2423E-4  8.0656E-5
 4.1      .0028599  2.5735E-4   6.0865E-4  7.0687E-5
 4.2      .0024005  2.2691E-4   5.0951E-4  6.1892E-5
 4.3      .0020113  2.0058E-4   4.2655E-4  5.4242E-5
 4.4      .0016823  1.7773E-4   3.5841E-4  4.7666E-5
 4.5      .0014009  1.5796E-4   3.0014E-4  4.2034E-5
 4.6      .0011749  1.4042E-4   2.5194E-4  3.7261E-5
 4.7     9.9165E-4  1.2574E-4   2.1337E-4  3.3295E-5
 4.8     8.0823E-4  1.1245E-4   1.7478E-4  2.9826E-5
 4.9     6.3712E-4  1.0313E-4   1.3704E-4  2.733E-5
 5       5.4029E-4  9.196E-5    1.16E-4    2.4523E-5
 5.1     4.6022E-4  9.0667E-5   1.0096E-4  2.3884E-5
 5.2     2.9112E-4  8.1981E-5   6.7213E-5  2.2146E-5
 5.3     1.9286E-4  8.7288E-5   4.617E-5   2.2293E-5
 5.4     2.9284E-4  9.953E-5    6.2054E-5  2.657E-5
 5.5     2.413E-4   8.0874E-5   4.7134E-5  1.9583E-5
 5.6    -6.8689E-6  1.5575E-4   9.0708E-7  3.9389E-5
 5.7     8.4079E-5  6.5298E-5   2.5226E-5  1.7722E-5
 5.8     2.3507E-4  2.1558E-4   5.5936E-5  5.2371E-5
 5.9    -1.069E-4   1.1994E-4  -1.149E-5   3.2244E-5
 6      -1.227E-4   2.2867E-4  -1.8401E-5  5.748E-5
 
QQ(J) =  3.2
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .23997
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .084958
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001   1.1596      .3148       .17984     .1004
  .1     1.1899      .30287      .19477     .096785
  .2     1.2471      .27463      .23231     .087759
  .3     1.2908      .23946      .28146     .076267
  .4     1.329       .20365      .33889     .06452
  .5     1.3836      .17003      .4043      .053531
  .6     1.4544      .13945      .47377     .043683
  .7     1.5302      .11252      .54167     .035116
  .8     1.6196      .089774     .6065      .027938
  .9     1.7294      .070722     .66743     .021994
 1       1.8379      .055291     .71872     .017243
 1.1     1.9264      .043031     .75492     .013543
 1.2     1.9874      .033935     .77321     .010872
 1.3     1.9999      .02811      .76803     .0091728
 1.4     1.9373      .025093     .73277     .0082449
 1.5     1.7943      .023267     .66718     .007573
 1.6     1.5843      .020929     .57803     .0067087
 1.7     1.3295      .01773      .47554     .0055693
 1.8     1.0616      .014163     .37195     .0043443
 1.9      .81142     .010872     .27806     .0032463
 2        .59796     .0081939    .20007     .0023822
 2.1      .42836     .0062168    .13952     .0017756
 2.2      .29925     .0048981    .094712    .0013979
 2.3      .20466     .0040134    .062891    .001161
 2.4      .13881     .0033605    .041265   9.8872E-4
 2.5      .093869    .0028362    .026946   8.4102E-4
 2.6      .063405    .0023675    .017601   7.0275E-4
 2.7      .04332     .0019627    .01164    5.7928E-4
 2.8      .030077    .00162      .007855   4.7379E-4
 2.9      .021226    .0013344    .0054239  3.8661E-4
 3        .015421    .0011034    .0038672  3.1582E-4
 3.1      .011651   9.1827E-4    .0028652  2.5918E-4
 3.2      .0091756  7.6882E-4    .0022086  2.1434E-4
 3.3      .0075124  6.4653E-4    .0017715  1.7897E-4
 3.4      .0063244  5.4725E-4    .0014666  1.5128E-4
 3.5      .0054115  4.6829E-4    .0012384  1.2971E-4
 3.6      .0046632  4.0556E-4    .0010564  1.1256E-4
 3.7      .0040177  3.542E-4    9.0303E-4  9.8566E-5
 3.8      .0034438  3.1068E-4   7.6917E-4  8.6718E-5
 3.9      .0029286  2.73E-4     6.5156E-4  7.6406E-5
 4        .0024772  2.4046E-4   5.4999E-4  6.7272E-5
 4.1      .0020914  2.1238E-4   4.6344E-4  5.9174E-5
 4.2      .001762   1.8823E-4   3.896E-4   5.2055E-5
 4.3      .0014856  1.6739E-4   3.2751E-4  4.5852E-5
 4.4      .0012553  1.4909E-4   2.7607E-4  4.0471E-5
 4.5      .0010557  1.3282E-4   2.325E-4   3.5781E-5
 4.6     8.7944E-4  1.1823E-4   1.9469E-4  3.1751E-5
 4.7     7.2646E-4  1.0553E-4   1.62E-4    2.8305E-5
 4.8     5.9384E-4  9.4581E-5   1.3324E-4  2.538E-5
 4.9     4.8363E-4  8.5209E-5   1.0788E-4  2.2873E-5
 5       3.9168E-4  7.7359E-5   8.6318E-5  2.0731E-5
 5.1     2.9725E-4  7.0705E-5   6.6799E-5  1.9001E-5
 5.2     2.0715E-4  6.596E-5    4.9457E-5  1.7703E-5
 5.3     1.6996E-4  6.0747E-5   4.0453E-5  1.6597E-5
 5.4     1.549E-4   6.0815E-5   3.4028E-5  1.6249E-5
 5.5     8.0065E-5  5.8493E-5   1.79E-5    1.5806E-5
 5.6     4.3731E-5  6.4731E-5   1.206E-5   1.6773E-5
 5.7     1.1125E-4  7.6392E-5   2.6035E-5  1.9997E-5
 5.8     3.7851E-5  7.3951E-5   1.2021E-5  1.8449E-5
 5.9    -1.1399E-4  1.1479E-4  -1.6781E-5  3.0202E-5
 6       7.5301E-5  8.226E-5    2.0993E-5  2.0567E-5
 
QQ(J) =  3.4
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .18195
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .064086
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001    .66853     .22742      .11507     .071915
  .1      .69041     .21748      .12441     .069149
  .2      .7297      .1965       .14725     .062578
  .3      .75606     .17155      .17572     .054468
  .4      .77617     .14665      .20765     .046297
  .5      .80578     .12317      .24343     .038664
  .6      .84509     .10146      .28138     .031688
  .7      .88825     .082036     .31924     .025527
  .8      .94333     .065472     .35733     .020319
  .9     1.0188      .051709     .39638     .016033
 1       1.105       .040592     .43412     .012586
 1.1     1.1897      .031664     .46705     .0098532
 1.2     1.2671      .024723     .4924      .0077548
 1.3     1.3223      .019797     .50607     .0062777
 1.4     1.3345      .016936     .50277     .0054267
 1.5     1.294       .015636     .47947     .0050128
 1.6     1.1984      .014766     .43642     .0046887
 1.7     1.0536      .013483     .37743     .0042096
 1.8      .881       .011623     .31018     .0035464
 1.9      .70461     .0095019    .24311     .002825
 2        .53898     .0074653    .18214     .0021605
 2.1      .39676     .0058234    .13121     .0016385
 2.2      .2854      .0044953    .091873    .0012508
 2.3      .20029     .0036029    .062674    .0010044
 2.4      .137       .0029385    .041726   8.2992E-4
 2.5      .093272    .0024068    .027521   6.946E-4
 2.6      .063316    .0020093    .018088   5.8551E-4
 2.7      .042426    .0016429    .01179    4.8378E-4
 2.8      .028624    .0013575    .0077403  3.9984E-4
 2.9      .019815    .001114     .0052155  3.2727E-4
 3        .013895   9.2205E-4    .0035816  2.6891E-4
 3.1      .0099693  7.6714E-4    .0025225  2.2105E-4
 3.2      .0075334  6.3973E-4    .0018669  1.8192E-4
 3.3      .0059416  5.3699E-4    .0014433  1.5096E-4
 3.4      .00483    4.5386E-4    .0011503  1.2681E-4
 3.5      .0040311  3.8693E-4   9.4497E-4  1.0802E-4
 3.6      .0034237  3.3261E-4   7.9314E-4  9.2871E-5
 3.7      .0029293  2.8777E-4   6.7134E-4  8.0454E-5
 3.8      .0024962  2.5003E-4   5.6941E-4  7.0144E-5
 3.9      .0021169  2.1815E-4   4.838E-4   6.149E-5
 4        .0017964  1.913E-4    4.1081E-4  5.4078E-5
 4.1      .0015263  1.6895E-4   3.4838E-4  4.7643E-5
 4.2      .0013005  1.5012E-4   2.9629E-4  4.2068E-5
 4.3      .0011091  1.3413E-4   2.5163E-4  3.7239E-5
 4.4     9.481E-4   1.2006E-4   2.1315E-4  3.3048E-5
 4.5     8.1141E-4  1.0741E-4   1.8155E-4  2.9355E-5
 4.6     6.7455E-4  9.5729E-5   1.5231E-4  2.612E-5
 4.7     5.3945E-4  8.6055E-5   1.2302E-4  2.3395E-5
 4.8     4.4757E-4  7.6527E-5   1.0177E-4  2.0843E-5
 4.9     3.8606E-4  7.2102E-5   8.706E-5   1.9446E-5
 5       2.7783E-4  6.2843E-5   6.2516E-5  1.7055E-5
 5.1     1.6759E-4  6.9096E-5   3.882E-5   1.8153E-5
 5.2     1.8057E-4  5.8968E-5   4.1502E-5  1.6206E-5
 5.3     1.7503E-4  7.5291E-5   3.8149E-5  1.8893E-5
 5.4     2.2652E-7  8.2116E-5   1.7392E-6  2.2131E-5
 5.5    -1.977E-5   7.5419E-5   4.7218E-7  1.7784E-5
 5.6     1.68E-4    1.3834E-4   3.7332E-5  3.4822E-5
 5.7     2.3643E-5  5.3971E-5   6.1363E-6  1.3591E-5
 5.8    -1.8967E-4  1.9534E-4  -3.472E-5   4.6808E-5
 5.9     1.3584E-4  9.0887E-5   2.8289E-5  2.2913E-5
 6       2.408E-4   2.0162E-4   4.9267E-5  4.8129E-5
 
QQ(J) =  3.6
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .13642
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .047788
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001    .37367     .16126      .076453    .051192
  .1      .38245     .15558      .080669    .049405
  .2      .40292     .14135      .092093    .044865
  .3      .42471     .12375      .10793     .039136
  .4      .44171     .10588      .12569     .033308
  .5      .45841     .089059     .14484     .027884
  .6      .48172     .073517     .16544     .022923
  .7      .50906     .059611     .18657     .018528
  .8      .5426      .047644     .20846     .01476
  .9      .58996     .037754     .23219     .011667
 1        .64981     .029809     .25738     .0091858
 1.1      .71665     .023493     .28247     .0072268
 1.2      .7851      .018497     .30525     .005688
 1.3      .84431     .01472      .32257     .0045364
 1.4      .88175     .012232     .33118     .0037892
 1.5      .88864     .01093      .32838     .003397
 1.6      .85826     .010383     .3123      .0032137
 1.7      .79019     .0099466    .28339     .0030465
 1.8      .69363     .009195     .24498     .0027722
 1.9      .58146     .008036     .20174     .0023771
 2        .46477     .0066818    .15824     .0019324
 2.1      .35529     .0053728    .11865     .0015196
 2.2      .26302     .0042272    .085837    .0011767
 2.3      .18926     .0033682    .060225   9.2747E-4
 2.4      .13213     .0026714    .04105    7.3832E-4
 2.5      .090688    .002132     .027451   5.9884E-4
 2.6      .061682    .001728     .018149   4.9512E-4
 2.7      .041396    .0014034    .011854   4.1048E-4
 2.8      .027762    .0011462    .0077293  3.3902E-4
 2.9      .018912   9.361E-4     .0051117  2.7778E-4
 3        .013043   7.6899E-4    .0034353  2.2738E-4
 3.1      .0091825  6.3321E-4    .0023639  1.8566E-4
 3.2      .0067123  5.2312E-4    .00169    1.518E-4
 3.3      .0050775  4.3581E-4    .0012511  1.2516E-4
 3.4      .0039636  3.6688E-4   9.5547E-4  1.0446E-4
 3.5      .0031887  3.1139E-4   7.543E-4   8.8253E-5
 3.6      .0026255  2.6576E-4   6.1186E-4  7.5202E-5
 3.7      .0021969  2.2775E-4   5.0581E-4  6.4441E-5
 3.8      .0018516  1.9606E-4   4.241E-4   5.5553E-5
 3.9      .0015675  1.6974E-4   3.5965E-4  4.8241E-5
 4        .0013337  1.4822E-4   3.0704E-4  4.2218E-5
 4.1      .0011407  1.3069E-4   2.6333E-4  3.7194E-5
 4.2     9.8417E-4  1.1621E-4   2.2735E-4  3.292E-5
 4.3     8.5203E-4  1.0397E-4   1.9623E-4  2.9243E-5
 4.4     7.3376E-4  9.3344E-5   1.6792E-4  2.6058E-5
 4.5     6.2577E-4  8.3461E-5   1.4274E-4  2.3213E-5
 4.6     5.1962E-4  7.4446E-5   1.1925E-4  2.0676E-5
 4.7     4.1778E-4  6.6461E-5   9.6272E-5  1.8427E-5
 4.8     3.3934E-4  5.9357E-5   7.7429E-5  1.6409E-5
 4.9     2.7906E-4  5.4264E-5   6.3034E-5  1.4884E-5
 5       2.0501E-4  4.879E-5    4.6426E-5  1.3433E-5
 5.1     1.3876E-4  4.8211E-5   3.1606E-5  1.2977E-5
 5.2     1.2553E-4  4.6073E-5   2.7794E-5  1.2648E-5
 5.3     9.0457E-5  4.6071E-5   1.9269E-5  1.2275E-5
 5.4    -3.5312E-6  5.9014E-5  -2.8057E-8  1.5579E-5
 5.5     1.0257E-5  4.3083E-5   4.0159E-6  1.1831E-5
 5.6     7.5926E-5  8.7299E-5   1.7756E-5  2.1739E-5
 5.7    -5.0757E-5  5.8559E-5  -6.7292E-6  1.6022E-5
 5.8    -8.4979E-5  1.0647E-4  -1.3811E-5  2.5794E-5
 5.9     1.5482E-4  1.1526E-4   2.8863E-5  2.921E-5
 6       6.3117E-5  9.7581E-5   7.8771E-6  2.4567E-5
 
QQ(J) =  3.8
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .10143
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .035286
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001    .30148     .119        .0653      .037377
  .1      .28834     .11429      .064296    .036011
  .2      .26702     .10362      .064351    .032681
  .3      .26088     .090444     .069295    .028462
  .4      .26655     .077203     .077912    .024191
  .5      .27086     .064767     .087226    .020227
  .6      .27772     .05351      .09735     .016649
  .7      .29481     .043387     .1092      .01348
  .8      .31559     .034798     .12176     .010768
  .9      .34062     .027726     .13527     .008533
 1        .37899     .022101     .15117     .0067531
 1.1      .4272      .017727     .16856     .0053677
 1.2      .47607     .014197     .18523     .0042771
 1.3      .52412     .0115       .20011     .0034422
 1.4      .56613     .009461     .21146     .0028301
 1.5      .58843     .0081871    .2163      .0024507
 1.6      .58712     .0076403    .21324     .0022747
 1.7      .56497     .0073557    .20239     .0021892
 1.8      .51996     .0071491    .1837      .0021052
 1.9      .45494     .0066627    .15862     .0019394
 2        .38074     .0058399    .13057     .0016809
 2.1      .30486     .0049159    .10257     .0013909
 2.2      .23261     .0039536    .076902    .0011053
 2.3      .17153     .003166     .05558    8.724E-4
 2.4      .12347     .0024943    .039064   6.8212E-4
 2.5      .085953    .0019404    .026619   5.3637E-4
 2.6      .058492    .0015532    .017707   4.3603E-4
 2.7      .039805    .0012389    .011698   3.5658E-4
 2.8      .026986    .0010081    .0076906  2.9496E-4
 2.9      .018185   8.1461E-4    .0050356  2.4017E-4
 3        .012528   6.5864E-4    .0033629  1.9408E-4
 3.1      .0088657  5.3243E-4    .0023114  1.5602E-4
 3.2      .0063177  4.3164E-4    .0016094  1.2586E-4
 3.3      .0045927  3.5411E-4    .0011433  1.0277E-4
 3.4      .003453   2.9396E-4   8.3989E-4  8.4903E-5
 3.5      .0026721  2.4656E-4   6.3483E-4  7.0964E-5
 3.6      .002119   2.0783E-4   4.9279E-4  5.9771E-5
 3.7      .0017189  1.7605E-4   3.9462E-4  5.0657E-5
 3.8      .0014292  1.5005E-4   3.2546E-4  4.3201E-5
 3.9      .0012071  1.2905E-4   2.7385E-4  3.7168E-5
 4        .0010269  1.1213E-4   2.342E-4   3.2301E-5
 4.1     8.8306E-4  9.8691E-5   2.031E-4   2.838E-5
 4.2     7.6786E-4  8.7751E-5   1.7708E-4  2.5128E-5
 4.3     6.7215E-4  7.8638E-5   1.5473E-4  2.2382E-5
 4.4     5.7951E-4  7.0634E-5   1.336E-4   1.9995E-5
 4.5     4.8152E-4  6.3161E-5   1.1137E-4  1.7818E-5
 4.6     3.9881E-4  5.6103E-5   9.1737E-5  1.5855E-5
 4.7     3.356E-4   5.0607E-5   7.6479E-5  1.4188E-5
 4.8     2.5703E-4  4.4807E-5   5.8308E-5  1.2521E-5
 4.9     1.746E-4   4.364E-5    3.9563E-5  1.1979E-5
 5       1.5832E-4  3.6701E-5   3.5417E-5  1.0251E-5
 5.1     1.6151E-4  4.6312E-5   3.4826E-5  1.2173E-5
 5.2     6.2019E-5  3.7268E-5   1.3016E-5  1.07E-5
 5.3    -1.1993E-5  5.5705E-5  -1.3947E-6  1.373E-5
 5.4     8.4158E-5  6.155E-5    1.7637E-5  1.6768E-5
 5.5     6.2048E-5  5.5872E-5   1.1205E-5  1.298E-5
 5.6    -1.377E-4   1.0882E-4  -2.5311E-5  2.7161E-5
 5.7    -2.5403E-5  4.3755E-5   1.2536E-6  1.1322E-5
 5.8     1.9803E-4  1.5052E-4   4.161E-5   3.5256E-5
