#        q          3S1-3S1 init.     3S1-3D1 init.     3D1-3D1 init.      3S1-3S1 SRG       3S1-3D1 SRG       3D1-3D1 SRG    

     1.538940         30.676194          0.000000         69.323806         73.208140         23.669775          3.122085     
     1.616714         22.740083          0.000000         77.259917         79.139473         19.294737          1.565790     
     1.694174         15.759864          0.000000         84.240136         85.948909         13.440053          0.611038     
     1.771110         10.004535          0.000000         89.995465         92.565621          7.282120          0.152259     
     1.847315          5.606607          0.000000         94.393393         98.165416          1.826092          0.008492     
     1.922584          2.563915          0.000000         97.436085         97.739956          2.246320          0.013724     
     1.996714          0.767270          0.000000         99.232730         95.294082          4.648792          0.057126     
     2.069505          0.040145          0.000000         99.959855         94.018499          5.889274          0.092227     
     2.140761          0.177326          0.000000         99.822674         93.508441          6.382000          0.109559     
     2.210289          0.974650          0.000000         99.025350         93.471871          6.415793          0.112336     
     2.277902          2.247568          0.000000         97.752432         93.706773          6.187004          0.106224     
     2.343418          3.839972          0.000000         96.160028         94.079367          5.824753          0.095880     
     2.406661          5.626131          0.000000         94.373869         94.505341          5.410349          0.084310     
     2.467459          7.508587          0.000000         92.491413         94.934637          4.992202          0.073161     
     2.525649          9.414144          0.000000         90.585856         95.339849          4.596967          0.063184     
     2.581075         11.289349          0.000000         88.710651         95.707862          4.237522          0.054616     
     2.633586         13.096206          0.000000         86.903794         96.034117          3.918454          0.047429     
     2.683041         14.808480          0.000000         85.191520         96.318855          3.639666          0.041480     
     2.729306         16.408671          0.000000         83.591329         96.564748          3.398662          0.036590     
     2.772258         17.885630          0.000000         82.114370         96.775489          3.191924          0.032587     
     2.811780         19.232729          0.000000         80.767271         96.954994          3.015691          0.029315     
     2.847765         20.446481          0.000000         79.553519         97.106980          2.866374          0.026646     
     2.880118         21.525519          0.000000         78.474481         97.234772          2.740754          0.024475     
     2.908749         22.469835          0.000000         77.530165         97.341240          2.636043          0.022717     
     2.933583         23.280241          0.000000         76.719759         97.428794          2.549899          0.021308     
     2.954553         23.957968          0.000000         76.042032         97.499411          2.480395          0.020194     
     2.971601         24.504386          0.000000         75.495614         97.554677          2.425985          0.019338     
     2.984682         24.920807          0.000000         75.079193         97.595820          2.385471          0.018709     
     2.993761         25.208351          0.000000         74.791649         97.623748          2.357966          0.018286     
     2.998815         25.367903          0.000000         74.632097         97.639079          2.342866          0.018055     
     3.004739         25.554423          0.000000         74.445577         97.656836          2.325375          0.017789     
     3.024957         26.187003          0.000000         73.812997         97.715891          2.267194          0.016915     
     3.061273         27.307601          0.000000         72.692399         97.816156          2.168379          0.015466     
     3.113597         28.886070          0.000000         71.113930         97.948386          2.037990          0.013624     
     3.181789         30.878321          0.000000         69.121679         98.101226          1.887177          0.011598     
     3.265666         33.227918          0.000000         66.772082         98.262883          1.727540          0.009578     
     3.365002         35.869273          0.000000         64.130727         98.422552          1.569732          0.007716     
     3.479529         38.732307          0.000000         61.267693         98.571332          1.422557          0.006111     
     3.608938         41.747704          0.000000         58.252296         98.702567          1.292620          0.004813     
     3.752880         44.851722          0.000000         55.148278         98.811759          1.184407          0.003834     
     3.910968         47.989724          0.000000         52.010276         98.896217          1.100625          0.003159     
     4.082775         51.118151          0.000000         48.881849         98.954624          1.042619          0.002756     
     4.267838         54.205070          0.000000         45.794930         98.986627          1.010784          0.002589     
     4.465657         57.229796          0.000000         42.770204         98.992477          1.004906          0.002618     
     4.675701         60.182199          0.000000         39.817801         98.972719          1.024475          0.002805     
     4.897402         63.062335          0.000000         36.937665         98.927888          1.068989          0.003123     
     5.130163         65.881060          0.000000         34.118940         98.858121          1.138324          0.003555     
     5.373356         68.662437          0.000000         31.337563         98.762623          1.233268          0.004109     
     5.626327         71.449405          0.000000         28.550595         98.638810          1.356355          0.004835     
     5.888392         74.315843          0.000000         25.684157         98.480833          1.513306          0.005862     
     6.158845         77.392550          0.000000         22.607450         98.276798          1.715699          0.007503     
     6.436958         80.927454          0.000000         19.072546         98.003088          1.986351          0.010561     
     6.721980         85.438051          0.000000         14.561949         97.612677          2.369821          0.017502     
     7.013143         92.073721          0.000000          7.926279         97.028617          2.932531          0.038851     
     7.309662         99.982252          0.000000          0.017748         96.817833          3.021540          0.160627     
     7.610739          0.534758          0.000000         99.465242         86.082053         13.357964          0.559983     
     7.915560         41.725126          0.000000         58.274874         95.286783          4.615616          0.097600     
     8.223305         58.667392          0.000000         41.332608         98.019512          1.943525          0.036964     
     8.533144         65.897192          0.000000         34.102808         99.063782          0.915437          0.020781     
     8.844241         70.064947          0.000000         29.935053         99.612825          0.373004          0.014170     
     9.155759         72.919687          0.000000         27.080313         99.956979          0.032234          0.010787     
     9.466856         75.109954          0.000000         24.890046         99.784976          0.206253          0.008771     
     9.776695         76.940644          0.000000         23.059356         99.606311          0.386201          0.007488     
    10.084440         78.584441          0.000000         21.415559         99.462693          0.530683          0.006624     
    10.389261         80.159387          0.000000         19.840613         99.341171          0.652810          0.006019     
    10.690338         81.760329          0.000000         18.239671         99.233481          0.760929          0.005590     
    10.986857         83.475703          0.000000         16.524297         99.133422          0.861283          0.005295     
    11.278020         85.395053          0.000000         14.604947         99.036022          0.958865          0.005113     
    11.563042         87.605846          0.000000         12.394154         98.938517          1.056461          0.005022     
    11.841155         90.185244          0.000000          9.814756         98.839567          1.155428          0.005005     
    12.111608         93.157272          0.000000          6.842728         98.739357          1.255589          0.005054     
    12.373673         96.369056          0.000000          3.630944         98.641666          1.353167          0.005166     
    12.626644         99.178706          0.000000          0.821294         98.557555          1.437097          0.005348     
    12.869837         99.742223          0.000000          0.257777         98.521316          1.473142          0.005542     
    13.102598         94.047878          0.000000          5.952122         98.613377          1.381104          0.005519     
    13.324299         77.010474          0.000000         22.989526         98.934291          1.060808          0.004901     
    13.534343         49.883621          0.000000         50.116379         99.454065          0.542376          0.003560     
    13.732162         24.316296          0.000000         75.683704         99.931965          0.065993          0.002043     
    13.917225          8.826361          0.000000         91.173639         99.807862          0.191171          0.000967     
    14.089032          2.119430          0.000000         97.880570         99.738647          0.260942          0.000410     
    14.247120          0.135980          0.000000         99.864020         99.764037          0.235794          0.000169     
    14.391062          0.154929          0.000000         99.845071         99.823160          0.176761          0.000080     
    14.520471          0.859572          0.000000         99.140428         99.887667          0.112271          0.000061     
    14.634998          1.695020          0.000000         98.304980         99.946771          0.053154          0.000076     
    14.734334          2.452321          0.000000         97.547679         99.997207          0.002688          0.000104     
    14.818211          3.068234          0.000000         96.931766         99.961212          0.038651          0.000137     
    14.886403          3.536916          0.000000         96.463084         99.928499          0.071333          0.000168     
    14.938727          3.872069          0.000000         96.127931         99.903051          0.096754          0.000195     
    14.975043          4.090932          0.000000         95.909068         99.882197          0.117586          0.000217     
    14.995261          4.207683          0.000000         95.792317         99.867056          0.132714          0.000231     
