#        q              total             1 term        \delta U term    \delta U^2 term  

     5.130163        9.772606e-06      9.312213e-34     -3.981171e-20      9.772606e-06   
     5.373356        6.766199e-06      4.501946e-32     -8.372794e-19      6.766199e-06   
     5.626327        3.967292e-06      2.321992e-33     -1.638003e-19      3.967292e-06   
     5.888392        1.901229e-06      1.993190e-32      3.880710e-19      1.901229e-06   
     6.158845        6.877192e-07      4.667386e-32      3.331209e-19      6.877192e-07   
     6.436958        1.506614e-07      3.954186e-33      4.607007e-20      1.506614e-07   
     6.721980        6.106034e-09      3.246554e-33     -4.644945e-21      6.106034e-09   
     7.013143        1.366207e-08      2.002221e-32     -2.948379e-20      1.366207e-08   
     7.309662        3.918082e-08      5.456773e-33      1.727631e-20      3.918082e-08   
     7.610739        4.141053e-08      4.202065e-33      2.555154e-20      4.141053e-08   
     7.915560        2.686060e-08      4.543818e-34     -2.801254e-21      2.686060e-08   
     8.223305        1.127515e-08      3.843054e-33     -1.207414e-20      1.127515e-08   
     8.533144        2.505869e-09      1.526535e-33     -2.265616e-21      2.505869e-09   
     8.844241        6.002681e-11      6.515733e-34     -1.955905e-22      6.002681e-11   
     9.155759        4.452046e-10      1.472825e-32     -5.072853e-21      4.452046e-10   
     9.466856        1.071055e-09      6.620426e-34     -1.664500e-21      1.071055e-09   
     9.776695        1.116310e-09      1.286449e-33      1.047696e-22      1.116310e-09   
    10.084440        7.706578e-10      6.194749e-34     -7.631613e-22      7.706578e-10   
    10.389261        3.907439e-10      2.674702e-34      4.074245e-22      3.907439e-10   
    10.690338        1.473666e-10      4.737946e-34      3.720352e-22      1.473666e-10   
    10.986857        3.972680e-11      3.303254e-33      7.240790e-22      3.972680e-11   
    11.278020        8.112238e-12      5.131430e-34     -1.023836e-22      8.112238e-12   
    11.563042        4.090733e-12      2.247084e-33      1.884376e-22      4.090733e-12   
    11.841155        5.244686e-12      8.142877e-34     -1.935251e-23      5.244686e-12   
    12.111608        5.643184e-12      6.060907e-34     -8.766495e-23      5.643184e-12   
    12.373673        5.192621e-12      4.078387e-34     -8.159241e-23      5.192621e-12   
    12.626644        4.543627e-12      1.435601e-33     -4.401312e-23      4.543627e-12   
    12.869837        3.934192e-12      9.026694e-35     -3.753346e-23      3.934192e-12   
    13.102598        3.362039e-12      9.140024e-35      7.127126e-24      3.362039e-12   
    13.324299        2.805200e-12      1.206136e-34     -1.136428e-23      2.805200e-12   
    13.534343        2.277859e-12      6.614509e-35     -2.437029e-23      2.277859e-12   
    13.732162        1.809900e-12      2.713285e-35     -1.397354e-23      1.809900e-12   
    13.917225        1.419650e-12      1.440850e-34     -9.795195e-24      1.419650e-12   
    14.089032        1.108369e-12      4.204468e-34      4.203140e-23      1.108369e-12   
    14.247120        8.678369e-13      2.850809e-34     -1.896160e-23      8.678369e-13   
    14.391062        6.865968e-13      1.549664e-33      5.497893e-23      6.865968e-13   
    14.520471        5.526813e-13      1.504174e-33      4.920842e-23      5.526813e-13   
    14.634998        4.551166e-13      2.485710e-33      3.753946e-23      4.551166e-13   
    14.734334        3.848116e-13      1.089647e-33      3.538208e-23      3.848116e-13   
    14.818211        3.347541e-13      7.338686e-30     -1.787184e-21      3.347541e-13   
    14.886403        2.997610e-13      7.104267e-26     -1.596044e-19      2.997612e-13   
    14.938727        2.761105e-13      1.867786e-23     -2.439236e-18      2.761129e-13   
    14.975043        2.612290e-13      5.734405e-22     -1.319661e-17      2.612422e-13   
    14.995261        2.534648e-13      1.337776e-18     -7.955592e-16      2.542590e-13   
