#        q          3S1-3S1 init.     3S1-3D1 init.     3D1-3D1 init.      3S1-3S1 SRG       3S1-3D1 SRG       3D1-3D1 SRG    

     2.075731          3.035791          0.000000         96.964209         86.954654         12.580990          0.464357     
     2.121193          2.076795          0.000000         97.923205         86.683323         12.825682          0.490995     
     2.177111          1.171787          0.000000         98.828213         86.618652         12.874802          0.506545     
     2.243335          0.454945          0.000000         99.545055         86.814844         12.678019          0.507137     
     2.319686          0.050903          0.000000         99.949097         87.278566         12.228935          0.492499     
     2.405959          0.065579          0.000000         99.934421         87.973945         11.560578          0.465477     
     2.501920          0.583854          0.000000         99.416146         88.837687         10.731654          0.430659     
     2.607312          1.676416          0.000000         98.323584         89.799675          9.807523          0.392802     
     2.721850          3.417396          0.000000         96.582604         90.803509          8.840946          0.355545     
     2.845225          5.915217          0.000000         94.084783         91.821042          7.858275          0.320683     
     2.977105          9.363295          0.000000         90.636705         92.857633          6.854281          0.288086     
     3.117134         14.127635          0.000000         85.872365         93.951244          5.792756          0.255999     
     3.264935         20.909925          0.000000         79.090075         95.172006          4.606780          0.221214     
     3.420109         31.055172          0.000000         68.944828         96.620520          3.200762          0.178718     
     3.582238         46.993256          0.000000         53.006744         98.375165          1.503462          0.121373     
     3.750884         71.498290          0.000000         28.501710         99.813714          0.139835          0.046452     
     3.925594         97.159994          0.000000          2.840006         99.613176          0.386396          0.000428     
     4.105897         89.179935          0.000000         10.820065         95.099598          4.822227          0.078175     
     4.291305         51.877942          0.000000         48.122058         91.677763          8.140433          0.181804     
     4.481320         25.145976          0.000000         74.854024         90.885415          8.889371          0.225214     
     4.675429         11.936052          0.000000         88.063948         91.153448          8.615099          0.231453     
     4.873108          5.678686          0.000000         94.321314         91.729952          8.048981          0.221067     
     5.073826          2.643519          0.000000         97.356481         92.398021          7.399811          0.202168     
     5.277040          1.150523          0.000000         98.849477         93.112083          6.710354          0.177563     
     5.482203          0.433118          0.000000         99.566882         93.883056          5.968913          0.148032     
     5.688763          0.119327          0.000000         99.880673         94.751681          5.134748          0.113571     
     5.896161          0.013674          0.000000         99.986326         95.797136          4.128721          0.074143     
     6.103839          0.000664          0.000000         99.999336         97.187654          2.780745          0.031602     
     6.311237          0.001948          0.000000         99.998052         99.376236          0.622696          0.001068     
     6.517797          0.058870          0.000000         99.941130         95.866985          4.014271          0.118744     
     6.722960          6.492643          0.000000         93.507357         70.989964         24.937855          4.072181     
     6.926174         18.052417          0.000000         81.947583         80.018068         16.238348          3.743584     
     7.126892          6.661369          0.000000         93.338631         89.594650          9.484636          0.920714     
     7.324571          5.369356          0.000000         94.630644         92.827616          6.716952          0.455432     
     7.518680          5.257327          0.000000         94.742673         94.818696          4.921542          0.259761     
     7.708695          5.553445          0.000000         94.446555         96.420995          3.435558          0.143447     
     7.894103          6.100917          0.000000         93.899083         97.921918          2.014073          0.064009     
     8.074406          6.893072          0.000000         93.106928         99.475064          0.511650          0.013285     
     8.249116          8.024338          0.000000         91.975662         98.814649          1.179938          0.005413     
     8.417762          9.778269          0.000000         90.221731         96.800709          3.099651          0.099640     
     8.579891         13.076189          0.000000         86.923811         94.314881          5.137819          0.547300     
     8.735065         22.636430          0.000000         77.363570         93.344766          3.449894          3.205340     
     8.882866         97.638322          0.000000          2.361678         47.936601         40.679061         11.384338     
     9.022895          0.370148          0.000000         99.629852         68.417588         27.514166          4.068246     
     9.154775          1.307189          0.000000         98.692811         82.631230         15.677675          1.691095     
     9.278150          3.053357          0.000000         96.946643         88.703395         10.389133          0.907472     
     9.392688          4.305127          0.000000         95.694873         92.038504          7.411802          0.549694     
     9.498080          5.249817          0.000000         94.750183         94.192749          5.454877          0.352374     
     9.594041          5.999097          0.000000         94.000903         95.726502          4.042257          0.231241     
     9.680314          6.609466          0.000000         93.390534         96.883041          2.964512          0.152447     
     9.756665          7.110842          0.000000         92.889158         97.782880          2.117238          0.099882     
     9.822889          7.520394          0.000000         92.479606         98.491767          1.443481          0.064753     
     9.878807          7.849094          0.000000         92.150906         99.048312          0.910026          0.041662     
     9.924269          8.104861          0.000000         91.895139         99.476445          0.496586          0.026969     
     9.959152          8.293949          0.000000         91.706051         99.791258          0.190673          0.018069     
     9.983362          8.421385          0.000000         91.578615         99.973108          0.013809          0.013084     
     9.996840          8.490932          0.000000         91.509068         99.968411          0.020488          0.011102     
